current seq_region name,new seq_region name,INSDC accession,Notes
AS2_scf7180000687349,KL639511,KL639511,
AS2_scf7180000687350,KL639512,KL639512,
AS2_scf7180000687351,KL639513,KL639513,
AS2_scf7180000687352,KL639514,KL639514,
AS2_scf7180000687353,KL639515,KL639515,
AS2_scf7180000687354,KL639516,KL639516,
AS2_scf7180000687355,KL639517,KL639517,
AS2_scf7180000687356,KL639518,KL639518,
AS2_scf7180000687357,KL639519,KL639519,
AS2_scf7180000687358,KL639520,KL639520,
AS2_scf7180000687359,KL639521,KL639521,
AS2_scf7180000687360,KE523896,KE523896,
AS2_scf7180000687361,KL639522,KL639522,
AS2_scf7180000687362,KL639523,KL639523,
AS2_scf7180000687363,KL639524,KL639524,
AS2_scf7180000687364,KL639525,KL639525,
AS2_scf7180000687365,KL639526,KL639526,
AS2_scf7180000687366,KL639527,KL639527,
AS2_scf7180000687367,KL639528,KL639528,
AS2_scf7180000687368,KL639529,KL639529,
AS2_scf7180000687369,KL639530,KL639530,
AS2_scf7180000687370,KL639531,KL639531,
AS2_scf7180000687371,KL639532,KL639532,
AS2_scf7180000687372,KL639533,KL639533,
AS2_scf7180000687373,KL639534,KL639534,
AS2_scf7180000687374,KL639535,KL639535,
AS2_scf7180000687375,KL639536,KL639536,
AS2_scf7180000687376,KL639537,KL639537,
AS2_scf7180000687377,KE523897,KE523897,
AS2_scf7180000687378,KL639538,KL639538,
AS2_scf7180000687379,KE523898,KE523898,
AS2_scf7180000687380,KL639539,KL639539,
AS2_scf7180000687381,KL639540,KL639540,
AS2_scf7180000687382,KL639541,KL639541,
AS2_scf7180000687383,KL639542,KL639542,
AS2_scf7180000687384,KL639543,KL639543,
AS2_scf7180000687385,KL639544,KL639544,
AS2_scf7180000687386,KL639545,KL639545,
AS2_scf7180000687387,KL639546,KL639546,
AS2_scf7180000687388,KE523899,KE523899,
AS2_scf7180000687389,KL639547,KL639547,
AS2_scf7180000687390,KL639548,KL639548,
AS2_scf7180000687391,KL639549,KL639549,
AS2_scf7180000687392,KL639550,KL639550,
AS2_scf7180000687393,KL639551,KL639551,
AS2_scf7180000687394,KL639552,KL639552,
AS2_scf7180000687395,KE523900,KE523900,
AS2_scf7180000687396,KL639553,KL639553,
AS2_scf7180000687397,KL639554,KL639554,
AS2_scf7180000687398,KL639555,KL639555,
AS2_scf7180000687399,KE523901,KE523901,
AS2_scf7180000687400,KL639556,KL639556,
AS2_scf7180000687401,KL639557,KL639557,
AS2_scf7180000687402,KL639558,KL639558,
AS2_scf7180000687403,KL639559,KL639559,
AS2_scf7180000687404,KL639560,KL639560,
AS2_scf7180000687405,KL639561,KL639561,
AS2_scf7180000687406,KL639562,KL639562,
AS2_scf7180000687407,KL639563,KL639563,
