current seq_region name,new seq_region name,INSDC accession,Notes
supercont3.1609,DS233421,DS233421,
supercont3.161,DS231973,DS231973,
supercont3.1610,DS233422,DS233422,
supercont3.1611,DS233423,DS233423,
supercont3.1612,DS233424,DS233424,
supercont3.1613,DS233425,DS233425,
supercont3.1614,DS233426,DS233426,
supercont3.1615,DS233427,DS233427,
supercont3.1616,DS233428,DS233428,
supercont3.1617,DS233429,DS233429,
supercont3.1618,DS233430,DS233430,
supercont3.1619,DS233431,DS233431,
supercont3.162,DS231974,DS231974,
supercont3.1620,DS233432,DS233432,
supercont3.1621,DS233433,DS233433,
supercont3.1622,DS233434,DS233434,
supercont3.1623,DS233435,DS233435,
supercont3.1624,DS233436,DS233436,
supercont3.1625,DS233437,DS233437,
supercont3.1626,DS233438,DS233438,
supercont3.1627,DS233439,DS233439,
supercont3.1628,DS233440,DS233440,
supercont3.1629,DS233441,DS233441,
supercont3.163,DS231975,DS231975,
supercont3.1630,DS233442,DS233442,
supercont3.1631,DS233443,DS233443,
supercont3.1632,DS233444,DS233444,
supercont3.1633,DS233445,DS233445,
supercont3.1634,DS233446,DS233446,
supercont3.1635,DS233447,DS233447,
supercont3.1636,DS233448,DS233448,
supercont3.1637,DS233449,DS233449,
supercont3.1638,DS233450,DS233450,
supercont3.1639,DS233451,DS233451,
supercont3.164,DS231976,DS231976,
supercont3.1640,DS233452,DS233452,
supercont3.1641,DS233453,DS233453,
supercont3.1642,DS233454,DS233454,
supercont3.1643,DS233455,DS233455,
supercont3.1644,DS233456,DS233456,
supercont3.1645,DS233457,DS233457,
supercont3.1646,DS233458,DS233458,
supercont3.1647,DS233459,DS233459,
supercont3.1648,DS233460,DS233460,
supercont3.1649,DS233461,DS233461,
supercont3.165,DS231977,DS231977,
supercont3.1650,DS233462,DS233462,
supercont3.1651,DS233463,DS233463,
supercont3.1652,DS233464,DS233464,
supercont3.1653,DS233465,DS233465,
supercont3.1654,DS233466,DS233466,
supercont3.1655,DS233467,DS233467,
supercont3.1656,DS233468,DS233468,
