current seq_region name,new seq_region name,INSDC accession,Notes
scaffold_00625,ALPR02008917,ALPR02008917,
scaffold_00626,ALPR02008918,ALPR02008918,
scaffold_00627,ALPR02008919,ALPR02008919,
scaffold_00628,KE389320,KE389320,
scaffold_00629,ALPR02008922,ALPR02008922,
scaffold_00630,ALPR02008923,ALPR02008923,
scaffold_00631,ALPR02008924,ALPR02008924,
scaffold_00632,KE389321,KE389321,
scaffold_00633,ALPR02008927,ALPR02008927,
scaffold_00634,ALPR02008928,ALPR02008928,
scaffold_00635,ALPR02008929,ALPR02008929,
scaffold_00636,KE389322,KE389322,
scaffold_00637,ALPR02008932,ALPR02008932,
scaffold_00638,ALPR02008933,ALPR02008933,
scaffold_00639,ALPR02008934,ALPR02008934,
scaffold_00640,ALPR02008935,ALPR02008935,
scaffold_00641,ALPR02008936,ALPR02008936,
scaffold_00642,ALPR02008937,ALPR02008937,
scaffold_00643,ALPR02008938,ALPR02008938,
scaffold_00644,ALPR02008939,ALPR02008939,
scaffold_00645,ALPR02008940,ALPR02008940,
scaffold_00646,ALPR02008941,ALPR02008941,
scaffold_00647,ALPR02008942,ALPR02008942,
scaffold_00648,ALPR02008943,ALPR02008943,
scaffold_00649,KE389323,KE389323,
scaffold_00650,ALPR02008946,ALPR02008946,
scaffold_00651,KE389324,KE389324,
scaffold_00652,ALPR02008949,ALPR02008949,
scaffold_00653,ALPR02008950,ALPR02008950,
scaffold_00654,ALPR02008951,ALPR02008951,
scaffold_00655,ALPR02008952,ALPR02008952,
scaffold_00656,ALPR02008953,ALPR02008953,
scaffold_00657,KE389325,KE389325,
scaffold_00658,ALPR02008956,ALPR02008956,
scaffold_00659,ALPR02008957,ALPR02008957,
scaffold_00660,ALPR02008958,ALPR02008958,
